tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt15193162,The Conversion,The Conversion,2022,134,Drama,nm9872536,"nm12828024,nm7709487",8.2,6335
tt1519661,Zero,Zero,2009,110,"Action,Drama",nm1555941,nm1555941,6.7,661
tt15198592,I'm Going to Have a Good Time,Voy a pasármelo bien,2022,105,Musical,nm0785515,"nm2181744,nm0785515",6.6,1707
tt15203944,Behind Someone,Behind Someone,2022,103,"Crime,Thriller",nm12832869,nm14094646,7.5,3280
tt15206368,Dedh Bigha Zameen,Dedh Bigha Zameen,2024,100,"Drama,Family",nm6598224,nm6598224,6.9,814
tt1521023,Loudspeaker,Loudspeaker,2009,162,Drama,nm0415852,nm0415852,7.5,1117
tt15210256,Stephen Curry: Underrated,Stephen Curry: Underrated,2023,110,"Biography,Documentary,Sport",nm2426403,\N,7.3,4977
tt1521090,A Quiet Life,Una vita tranquilla,2010,105,"Crime,Drama",nm1528905,"nm2738907,nm2856210,nm1528905",6.8,2773
tt15211098,Clue: A Love Thriller,Clue: A Love Thriller,2021,123,"Crime,Thriller",nm12836876,nm12836885,6.9,2061
tt1521197,Anonymous,Anonymous,2011,130,"Drama,Thriller",nm0000386,nm0650089,6.8,43092
tt1521223,Iti Mrinalini: An Unfinished Letter...,Iti Mrinalini: An Unfinished Letter...,2010,131,Drama,nm0031967,"nm3666580,nm0031967",6.8,582
tt15212810,Premam Poojyam,Premam Poojyam,2021,173,Romance,nm12837545,nm12837545,7.9,603
tt15215918,"Before, Now & Then",Nana,2022,103,"Drama,History",nm4461980,"nm4461980,nm13407980",6.6,771
tt15218000,Fire Island,Fire Island,2022,105,"Comedy,Romance",nm3821224,nm5527841,6.7,15387
tt1521846,Phobia 2,Ha phraeng,2009,125,"Comedy,Fantasy,Horror","nm1802294,nm0690919,nm2876503,nm1352003,nm1059740","nm3651588,nm2212385,nm2876503,nm1637163,nm1059740,nm1352003,nm3761254,nm1802294,nm3760126,nm3022002",6.6,2997
tt1521877,Vanishing of the Bees,Vanishing of the Bees,2009,87,"Documentary,History","nm1209900,nm0486778","nm1209900,nm0486778,nm0259847",7.1,1212
tt1522857,The Oath,The Oath,2010,90,Documentary,nm0688636,\N,7.2,981
tt15234108,Networker Baire,Networker Baire,2021,90,"Adventure,Drama,Romance",nm6160574,"nm12623734,nm6160574",7.9,4067
tt1523415,Five Cities,Bes Sehir,2009,95,Drama,nm1729447,nm1729447,6.9,2634
tt1523486,Kolpaçino,Kolpaçino,2009,98,Comedy,nm2074173,"nm3098238,nm0786919,nm3644778",6.6,15432
tt15239466,Loving Highsmith,Loving Highsmith,2022,83,"Biography,Documentary,History",nm1552548,"nm1552548,nm0892000,nm0321102",6.8,649
tt15239678,Dune: Part Two,Dune: Part Two,2024,166,"Action,Adventure,Drama",nm0898288,"nm0898288,nm3123612,nm0378541",8.4,685526
tt1523980,Pecados de mi padre,Pecados de mi padre,2009,94,"Crime,Documentary",nm1139728,"nm1139728,nm0267465",7.2,1802
tt15239868,Monster in the Shadows,Monster in the Shadows,2021,136,"Crime,Documentary,Mystery",nm5251482,\N,6.7,618
tt1524095,Bhutto,Bhutto,2010,111,"Biography,Documentary","nm3635901,nm2571393",nm2571393,7.6,731
tt15242330,The First Slam Dunk,The First Slam Dunk,2022,124,"Animation,Comedy,Drama",nm2547182,nm2547182,8.0,12364
tt15242712,Dahanam,Dahanam,2023,137,Drama,nm12851172,nm12851172,8.7,2201
tt15245268,Young Hearts,Young Hearts,2024,99,"Drama,Family,Romance",nm3885019,nm3885019,7.9,7430
tt1524539,Harishchandrachi Factory,Harishchandrachi Factory,2009,96,"Biography,Comedy,Drama",nm3642647,nm3642647,8.4,4215
tt15245506,Munshigiri,Munshigiri,2021,85,"Crime,Drama,Mystery",nm2755490,"nm10105274,nm12623657",6.9,954
tt15253488,The Fence,The Fence,2022,94,"Comedy,Drama",nm8539571,nm8539571,6.6,994
tt15254730,It's a Flickering Life,Kinema no Kamisama,2021,125,Drama,nm0945282,"nm0038295,nm3652621,nm0945282",6.6,550
tt15255876,Emily the Criminal,Emily the Criminal,2022,97,"Crime,Drama,Thriller",nm3621304,nm3621304,6.7,65936
tt15255958,Comedy Queen,Comedy Queen,2022,93,Drama,nm1615371,"nm1065339,nm12595176",6.7,774
tt15257160,Pain Hustlers,Pain Hustlers,2023,123,"Crime,Drama",nm0946734,"nm2862509,nm6937998",6.6,53833
tt15257644,Mili,Mili,2022,127,"Drama,Thriller",nm10879939,nm10879939,6.7,11617
tt1525916,The Human Part,Ihmisen osa,2018,107,"Comedy,Drama",nm0499946,"nm0396204,nm0499946,nm0897181",6.7,685
tt1526323,Arya 2,Arya 2,2009,155,"Action,Romance",nm1335875,"nm1335875,nm5635145,nm11167792,nm4807713",7.5,8372
tt15264430,Jathiya Rahadari,Jathiya Rahadari,2021,103,Drama,nm7924272,nm7924272,6.6,1937
tt15264532,Ratnan Prapancha,Rathnan Prapancha,2021,147,"Comedy,Drama,Family",nm7560976,nm7560976,8.3,4425
tt1526875,Abhiyum Naanum,Abhiyum Naanum,2008,147,"Comedy,Drama",nm1701255,"nm1701255,nm15586716,nm3643064,nm3642977",7.6,1793
tt1527057,Playing with Adults,El-Lib maa el-Kebar,1991,100,"Comedy,Drama,Mystery",nm0032714,nm1431644,6.8,1479
tt1527186,Melancholia,Melancholia,2011,135,"Drama,Sci-Fi",nm0001885,nm0001885,7.1,205719
tt1527202,Shams el-Zanati,Shams el-Zanati,1991,134,"Action,Adventure,Thriller",nm0782484,nm4979412,6.6,1424
tt1527211,Birds of Darkness,Tuyoor el-Zalam,1995,109,"Drama,Thriller",nm0032714,nm1431644,7.4,1864
tt1527788,The Man from Nowhere,Ajeossi,2010,119,"Action,Crime,Drama",nm2556572,nm2556572,7.7,79385
tt1527793,No Other Choice,Eojjeolsuga eobsda,2025,139,"Comedy,Crime,Drama",nm0661791,"nm0661791,nm3209293,nm4572772,nm0001528,nm0922799",7.6,7847
tt15282174,Kandis for livet,Kandis for livet,2021,94,"Biography,Documentary,Music",nm5384509,"nm6879816,nm5384509",7.3,630
tt1528224,Two in the Wave,Deux de la Vague,2010,91,Documentary,nm0491222,nm1291000,6.8,894
tt1528734,Food Matters,Food Matters,2008,80,Documentary,"nm3648516,nm2765527","nm3648516,nm3651953",7.6,4858
tt24516518,Vaalvi,Vaalvi,2023,106,"Comedy,Drama,Thriller",nm3642647,"nm4147383,nm3642647",8.3,2344
tt24517458,RDX: Robert Dony Xavier,RDX: Robert Dony Xavier,2023,151,"Action,Adventure",nm11431582,"nm11431582,nm10108206,nm11887503",7.0,6114
tt2452042,The Peanuts Movie,The Peanuts Movie,2015,88,"Adventure,Animation,Comedy",nm0553942,"nm0776441,nm2421049,nm2370700,nm0776433",7.0,52585
tt2452150,Respect,Respect,2021,145,"Biography,Drama,Music",nm8217935,"nm5885049,nm0451884",6.6,19052
tt2452254,Clouds of Sils Maria,Clouds of Sils Maria,2014,124,Drama,nm0000801,nm0000801,6.7,32306
tt2452386,The Fundamentals of Caring,The Fundamentals of Caring,2016,97,"Comedy,Drama",nm0122427,"nm0122427,nm5325195",7.3,85415
tt2454430,The Finishers,De toutes nos forces,2013,86,"Drama,Sport",nm0851731,"nm0851731,nm0508095,nm1691512",6.6,1268
tt2456330,Butterfly Symphony,Samanala Sandhawaniya,2013,119,"Drama,Musical,Romance",nm2157182,nm2157182,8.4,975
tt2457282,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,Gekijouban Mahou shojo Madoka magika Shinpen: Hangyaku no monogatari,2013,116,"Animation,Drama,Fantasy","nm3578010,nm0793840","nm0793840,nm2900314,nm3256781,nm3309461",7.8,4735
tt2458776,Bears,Bears,2014,78,"Documentary,Family","nm0288144,nm0774582,nm7920865","nm0288144,nm7920865,nm0962596",7.3,7320
tt2458948,Evangelion: 3.0+1.01 Thrice Upon a Time,Shin Evangerion Gekijô-ban: Shûshisen,2021,155,"Action,Animation,Drama","nm0535340,nm1532509,nm0875453,nm0030417",nm0030417,8.0,17271
tt2459156,Copenhagen,Copenhagen,2014,98,"Adventure,Drama,Romance",nm1764816,nm1764816,7.0,14201
tt2461906,My Child,Benim Çocugum,2013,83,"Documentary,Family",nm2561463,nm2561463,8.1,744
tt2463208,The Adam Project,The Adam Project,2022,106,"Action,Adventure,Comedy",nm0506613,"nm2267086,nm2385905,nm0280814,nm0505662",6.7,252667
tt2463302,Wish You Well,Wish You Well,2013,100,"Drama,Family",nm0552140,nm0049641,6.8,1616
tt24634274,Sunset: The Mystery of the Necklace of São Cajó,Pôr do Sol: O Mistério do Colar de São Cajó,2023,112,"Comedy,Mystery",nm2430776,"nm1513910,nm1236570,nm2430776",7.2,958
tt2464018,My Mom Is a Character,Minha Mãe é uma Peça: O Filme,2013,84,Comedy,nm2853542,"nm2694342,nm4767807,nm1492569",6.9,6658
tt2464690,The Rack Pack,The Rack Pack,2016,87,"Comedy,Drama,Sport",nm2965282,"nm1746309,nm0175383,nm0701445",7.0,1308
tt2465378,Australia's Lost Gold: The Legend of Lasseter,Lasseter's Bones,2012,101,"Biography,Documentary,History",nm0907991,nm0907991,8.0,1057
tt24655230,College Road,College Road,2022,124,Crime,nm13345583,nm13345583,8.3,578
tt2465578,Human Capital,Il capitale umano,2013,111,"Crime,Drama",nm0899501,"nm1802437,nm0899501,nm0116263,nm1154102",7.2,14003
tt2466678,Katiyabaaz,Katiyabaaz,2013,84,"Documentary,Drama","nm4484295,nm4483474",nm4483474,7.7,537
tt2466684,Heavenly Shift,Isteni müszak,2013,100,"Comedy,Drama",nm2724080,nm2724080,7.4,3080
tt2466830,The Short Game,The Short Game,2013,99,"Documentary,Sport",nm2307949,\N,7.3,1790
tt24679190,Sattar,Sattar,2022,106,"Action,Comedy",nm11580686,"nm6803991,nm7350358",6.9,6564
tt2468638,Beyond the Edge,Beyond the Edge,2013,90,"Documentary,Drama,History",nm1482101,"nm1195574,nm1482101",6.8,1979
tt2468774,Confession of Murder,Naega sarinbeomida,2012,119,"Action,Crime,Mystery",nm3468066,"nm3468066,nm0453426,nm2974384",7.0,12710
tt2469524,Kymatica,Kymatica,2009,84,Documentary,nm5383853,\N,7.5,659
tt2469980,Mirchi,Mirchi,2013,155,"Action,Drama",nm2270180,"nm2270180,nm9967768",7.3,7012
tt24701840,Grandhalayam,Grandhalayam,2023,143,Mystery,nm14358485,nm14358485,7.7,1092
tt2471640,The Mountain,Dag,2012,90,"Adventure,Drama,Thriller",nm3809021,nm3809021,7.5,25482
tt24720644,V3: Vindhya Victim Verdict,Vindhya Victim Verdict V3,2023,127,Drama,nm9055203,nm9055203,7.6,612
tt2472432,Regret!,Spijt!,2013,95,"Drama,Family,Music",nm0775090,"nm0676577,nm1868544,nm0381915",7.0,2953
tt2473476,Be Here Now,Be Here Now,2015,100,"Biography,Documentary,Drama",nm0287933,\N,8.5,3668
tt2473486,Oxyana,Oxyana,2013,78,"Documentary,News",nm1829330,\N,7.2,693
tt2473602,Get on Up,Get on Up,2014,139,"Biography,Drama,Music",nm0853238,"nm0125336,nm3890871,nm0047076",6.9,26974
tt2473794,Mr. Turner,Mr. Turner,2014,150,"Biography,Drama,History",nm0005139,nm0005139,6.8,28363
tt2474310,Land of Storms,Viharsarok,2014,105,"Drama,Romance,Sport",nm2414670,"nm2037710,nm2414670",6.8,5059
tt2474438,Attila Marcel,Attila Marcel,2013,106,"Comedy,Drama,Music",nm0158984,nm0158984,7.0,3464
tt2475154,Elena,Elena,2012,80,"Biography,Documentary,Drama",nm3525467,"nm3525467,nm2944207",7.5,2177
tt2475454,Our Vinyl Weighs a Ton: This Is Stones Throw Records,Our Vinyl Weighs a Ton: This Is Stones Throw Records,2013,94,"Biography,Documentary,Music",nm3964004,"nm3964003,nm3964004",7.5,894
tt2475544,Manhunt: The Inside Story of the Hunt for Bin Laden,Manhunt: The Inside Story of the Hunt for Bin Laden,2013,102,"Documentary,History,War",nm0994499,nm2114214,6.7,1285
tt2476214,Ayalum Njanum Thammil...,Ayalum Njanum Thammil...,2012,160,"Drama,Romance,Thriller",nm0430485,"nm1547713,nm1332681,nm5392515",8.0,3278
tt24787194,Raanti,Raanti,2024,115,"Action,Drama",nm1266137,nm7859138,6.8,1101
tt24787322,Gurudev Hoysala,Gurudev Hoysala,2023,130,"Action,Crime,Drama",nm10395584,nm10395584,6.6,1093
tt2478746,Gonzaga: From Father to Son,Gonzaga: De Pai pra Filho,2012,120,"Biography,Drama,Music",nm0798595,"nm5517048,nm5065894,nm1144331,nm0266045,nm0798595,nm2152283,nm5934228,nm5934200",7.5,1578
tt2479384,How to Be a Man,How to Be a Man,2013,85,Comedy,nm1976847,"nm3228009,nm1976847,nm2448354",6.7,3461
tt24803454,Antha Naal,Antha Naal,2024,98,Thriller,nm11964780,nm14362436,7.8,1180
tt2480454,The Grump,Mielensäpahoittaja,2014,102,"Comedy,Drama",nm1933648,"nm1933648,nm3382700,nm0676032",6.7,3130
tt24807190,BTS: Yet to Come in Cinemas,BTS: Yet to Come in Cinemas,2023,104,"Documentary,Music",nm12675888,\N,8.6,1956
tt2480784,Which Way Is the Front Line from Here? The Life and Time of Tim Hetherington,Which Way Is the Front Line from Here? The Life and Time of Tim Hetherington,2013,78,"Biography,Documentary,Drama",nm0432631,\N,7.8,761
tt2481198,Sunshine on Leith,Sunshine on Leith,2013,100,"Comedy,Drama,Musical",nm0002077,nm1114104,6.6,7632
tt2481202,Anita: Speaking Truth to Power,Anita,2013,76,"Documentary,History",nm0595131,nm0595131,6.8,624
tt2481238,Pussy Riot - A Punk Prayer,Pussy Riot: A Punk Prayer,2013,88,"Biography,Crime,Documentary","nm0503631,nm3680682",\N,7.0,2052
tt2481498,"Extremely Wicked, Shockingly Evil and Vile","Extremely Wicked, Shockingly Evil and Vile",2019,110,"Biography,Crime,Drama",nm0075666,"nm10601084,nm5344063",6.7,111116
tt2486678,5 to 7,5 to 7,2014,95,"Comedy,Drama,Romance",nm0505741,nm0505741,7.1,22200
tt2486682,The Square,Al midan,2013,95,"Documentary,Drama,History",nm0636675,\N,8.0,9543
tt2486856,You Carry Me,Ti mene nosis,2015,155,"Action,Drama",nm1889626,nm1889626,6.8,2400
tt2487684,The Ravine of Goodbye,Sayonara keikoku,2013,116,Drama,nm0959994,"nm2398252,nm0959994",6.7,534
tt2488496,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,2015,138,"Action,Adventure,Sci-Fi",nm0009190,"nm0001410,nm0009190,nm1578335,nm0000184",7.7,1013991
tt2489734,The Trials of Muhammad Ali,The Trials of Muhammad Ali,2013,86,"Biography,Documentary,Sport",nm0796903,\N,7.3,1213
tt2491500,The Fifth Wheel,L'ultima ruota del carro,2013,113,"Comedy,Drama",nm0894787,"nm3798121,nm0158323,nm0278539,nm0894787",6.6,750
tt2492916,Muscle Shoals,Muscle Shoals,2013,111,"Biography,Documentary,History",nm2310282,\N,7.8,4499
tt2494362,Bone Tomahawk,Bone Tomahawk,2015,132,"Drama,Horror,Western",nm0951975,nm0951975,7.1,136508
tt24950660,Eternity,Eternity,2025,114,"Comedy,Drama,Fantasy",nm3263357,"nm7822376,nm3263357",7.2,8714
tt2498312,Bachchan,Bachchan,2013,145,"Action,Crime,Thriller",nm5408057,nm5408057,6.6,1211
tt2499076,The Crash Reel,The Crash Reel,2013,108,"Biography,Documentary,Sport",nm1013671,"nm1310430,nm1013671",8.2,5197
tt2499856,Krishnam Vande Jagadgurum,Krishnam Vande Jagadgurum,2012,136,Action,nm3758453,"nm7339980,nm3758453",6.6,964
tt2503944,Burnt,Burnt,2015,101,"Comedy,Drama",nm0920274,"nm1140275,nm0435701",6.6,140684
tt2504022,Narco Cultura,Narco Cultura,2013,103,"Crime,Documentary",nm5356362,\N,7.2,2535
tt25041020,Violet Evergarden: Recollections,Violet Evergarden: Recollections,2021,95,"Animation,Drama,Fantasy","nm7743299,nm2518118",nm9183441,7.6,738
tt2504404,Wolf,Wolf,2013,122,"Crime,Drama,Thriller",nm2165987,nm2165987,7.3,4047
tt2505938,Good Ol' Freda,Good Ol' Freda,2013,86,"Biography,Documentary,History",nm1713913,"nm5357937,nm1713913",7.4,2177
tt2507128,Birth of the Living Dead,Year of the Living Dead,2013,76,Documentary,nm0474203,\N,7.0,1848
tt2509922,Where the Trail Ends,Where the Trail Ends,2012,88,"Adventure,Documentary,Drama",nm2005921,\N,7.6,1369
tt2510028,Frontera,Frontera,2014,103,"Drama,Thriller,Western",nm1893464,"nm1893464,nm0609728",6.6,8878
tt2510700,Palace of the Damned,Shen gong yuan ling,2013,87,"Horror,Thriller",nm0844038,"nm0230357,nm9133459",7.2,6588
tt2510894,Hotel Transylvania 2,Hotel Transylvania 2,2015,89,"Adventure,Animation,Comedy",nm0850733,"nm0806912,nm0001191,nm0244110",6.6,158173
tt2511496,Cyanide,Cyanide,2006,115,"Crime,Drama,Thriller",nm5374119,nm5374119,8.8,908
tt2512582,The Dark Matter of Love,The Dark Matter of Love,2012,93,Documentary,nm2864533,nm2864533,7.4,923
tt2513344,Feng Shui,Wan jian chuan xin,2012,120,Drama,nm3937763,"nm9741249,nm5605482",7.7,737
tt25134642,Main Atal Hoon,Main Atal Hoon,2024,139,"Biography,Drama","nm2165634,nm1867309","nm2165634,nm7450289,nm2858322",6.9,6421
tt2513616,Springsteen and I,Springsteen & I,2013,124,Documentary,nm0909547,\N,7.2,1714
tt2514298,Brave Miss World,Brave Miss World,2013,88,"Biography,Documentary,Drama",nm0669637,\N,7.1,591
tt25153418,Purusha Pretham,Purusha Pretham,2023,153,"Comedy,Crime,Drama",nm5636563,"nm10134818,nm14397703",7.2,1620
tt2516280,Dream Team 1935,Sapnu komanda 1935,2012,120,"Comedy,Drama,History",nm1040181,"nm1044237,nm1040181",7.8,1819
tt2516424,Dying to Know: Ram Dass & Timothy Leary,Dying to Know: Ram Dass & Timothy Leary,2014,95,"Biography,Documentary,History",nm5365309,nm3353713,7.5,522
tt2518788,1,1,2013,112,"Action,Documentary,History",nm0189581,nm0598531,7.9,4771
tt2521188,The Mighty Angel,Pod mocnym aniolem,2014,110,Drama,nm1500530,"nm1500530,nm0683349",6.9,3267
tt2522328,Shutter,Shutter,2012,133,Thriller,nm0558593,nm0558593,7.7,1139
tt25234532,Nuvve Naa Pranam,Nuvve Naa Pranam,2022,167,"Drama,Family",nm14402322,\N,8.6,2044
tt2523600,Long Live Freedom,Viva la libertà,2013,94,"Comedy,Drama",nm0027948,"nm0027948,nm0664760",6.9,4774
tt2523832,A Girl Like Her,A Girl Like Her,2015,91,Drama,nm3672532,nm3672532,7.0,7621
tt2524172,Bolo gaseirneba,Bolo gaseirneba,2012,93,Drama,nm0882203,"nm5394496,nm2693122,nm0474333,nm2514968,nm2037986",7.7,589
tt2527190,Domestic,Domestic,2012,82,"Comedy,Drama,Family",nm1138158,nm1138158,6.6,610
tt2527192,Desert Runners,Desert Runners,2013,99,"Adventure,Documentary,Drama",nm1857773,\N,7.5,566
tt2527336,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi,2017,152,"Action,Adventure,Fantasy",nm0426059,"nm0426059,nm0000184",6.8,707888
tt25274786,Kannur Squad,Kannur Squad,2023,161,"Action,Crime,Drama",nm8593306,"nm4236361,nm14404667",7.6,11858
tt2529132,That Guy Dick Miller,That Guy Dick Miller,2014,91,"Biography,Documentary",nm1486426,nm1486426,7.4,574
tt2530392,The Little House,Chiisai ouchi,2014,136,"Drama,Romance",nm0945282,"nm5393808,nm0945282,nm1323078",7.3,1532
tt2530936,The Expedition to the End of the World,Ekspeditionen til verdens ende,2013,90,"Adventure,Comedy,Documentary",nm0218934,"nm0218934,nm1415769,nm2178458",6.9,630
tt2531282,The Yes Men Are Revolting,The Yes Men Are Revolting,2014,91,Documentary,"nm1722405,nm0885529,nm0633177","nm0633177,nm1722405,nm0885529",6.7,808
tt2531318,The Beatles: Eight Days a Week - The Touring Years,The Beatles: Eight Days a Week - The Touring Years,2016,106,"Documentary,History,Music",nm0000165,"nm0598531,nm1557894",7.8,14335
tt2532528,Dirty Wars,Dirty Wars,2013,87,"Crime,Documentary,History",nm0746823,"nm0726935,nm1568139",7.4,9507
tt2534634,The Fencer,Miekkailija,2015,99,"Biography,Drama,History",nm0405605,nm5376646,7.1,5490
tt2534648,Love Is Blind,Kertu,2013,98,"Drama,Romance",nm0704664,nm0704664,7.3,1013
tt2534660,In the Crosswind,Risttuules,2014,90,"Drama,History",nm3761088,"nm3761088,nm3113939",7.5,1778
tt2535894,Seven Something,Seven Something,2012,147,"Drama,Romance","nm1319450,nm2876503,nm15560744",\N,6.6,692
tt2536306,Celestial Wives of the Meadow Mari,Nebesnye zheny lugovykh mari,2012,106,Drama,nm1922735,nm2696110,6.7,758
tt25363184,Stan Lee,Stan Lee,2023,86,"Biography,Documentary",nm0312173,\N,6.9,3003
tt25366998,Alhamour H.A.,Alhamour H.A.,2023,120,"Biography,Comedy,Crime",nm15311280,"nm11410404,nm14411574,nm14411575,nm14421044",7.1,2307
tt25376056,Keedaa Cola,Keedaa Cola,2023,120,"Action,Comedy,Crime",nm5056902,nm5056902,7.3,3526
tt25377462,A Guilty Conscience,Duk sit dai jong,2023,135,"Comedy,Crime,Mystery",nm1210422,"nm4101734,nm2684347,nm1210422",7.2,2269
tt25377618,Pranaya Vilasam,Pranaya Vilasam,2023,123,"Comedy,Drama,Romance",nm14411204,"nm14411206,nm14411205",6.8,1550
tt2539482,I Don't Know Whether to Slit My Wrists or Leave Them Long,No sé si cortarme las venas o dejármelas largas,2013,103,"Comedy,Drama",nm1919456,nm1919456,6.9,1996
tt25396050,Subhedar,Subhedar,2023,154,"Drama,History",nm9829530,nm9829530,7.9,1043
tt25400540,Guruvayoor Ambalanadayil,Guruvayoor Ambalanadayil,2024,132,Comedy,nm7848049,nm5854857,6.6,5913
tt25405130,Dada,Dada,2023,133,"Drama,Family,Romance",nm14423424,nm14423424,8.1,7556
tt25406052,Kingdom 3: The Flame of Destiny,Kingudamu 3: Unmei no hono,2023,129,"Action,History,War",nm0766263,"nm5068288,nm3648497",6.8,2014
tt25406060,You & Me & Me,Thoe kap chan kap chan,2023,121,"Drama,Romance","nm5006008,nm5007146","nm5006008,nm5007146",6.8,785
tt25406412,Inshallah a Boy,Inshallah walad,2023,113,Drama,nm4748651,"nm3229825,nm4167782,nm4748651",7.2,1904
tt25406500,Iratta,Iratta,2023,112,"Crime,Drama,Thriller",nm14424090,nm14424090,7.7,7883
tt2542368,Soof,Soof,2013,96,"Comedy,Romance",nm0079578,"nm0079582,nm2836479",6.6,3855
tt2542406,Paradesi,Paradesi,2013,126,"Drama,History",nm1220246,"nm1220246,nm5430623",8.0,2180
tt25425178,A Journey to Kasi,A Journey to Kasi,2023,127,Drama,nm14437205,\N,7.0,2072
tt2543164,Arrival,Arrival,2016,116,"Drama,Mystery,Sci-Fi",nm0898288,"nm2104063,nm5384213",7.9,842712
tt25433734,Hi Nanna,Hi Nanna,2023,155,"Drama,Family,Romance",nm14427265,"nm15830319,nm11753606,nm14427265,nm9834177",8.3,25050
tt2543472,Wonder,Wonder,2017,113,"Drama,Family",nm0154716,"nm0154716,nm0175726,nm2113666,nm5383459",7.9,192798
tt25434834,Viduthalai Part 2,Viduthalai Part 2,2024,170,"Action,Crime,Drama",nm4274575,nm4274575,7.7,18020
tt25434854,Deep Sea,Shen hai,2023,112,"Adventure,Animation,Drama",nm7291131,"nm5415498,nm7291131",6.8,2681
tt2544182,The Enemy Within,O ehthros mou,2013,107,"Crime,Drama",nm0874905,nm2888074,6.9,821
tt2544722,Neerparavai,Neerparavai,2012,150,Drama,nm3849107,nm3849107,7.4,555
tt2544766,The Admiral,Michiel de Ruyter,2015,151,"Action,Biography,Drama",nm0004152,"nm0095442,nm0886898",7.0,10910
tt2545118,Blackfish,Blackfish,2013,83,"Documentary,Drama,Thriller",nm1363250,"nm1363250,nm1492515,nm6041096",8.1,75819
tt2545338,Citizen Koch,Citizen Koch,2013,90,"Documentary,Drama","nm1179906,nm0504357","nm1179906,nm0504357",6.7,731
tt2545428,Meru,Meru,2015,90,"Documentary,Sport","nm3011011,nm1888091",\N,7.7,20266
tt2546434,Beyond the Memories,Kiyoku yawaku,2013,126,"Comedy,Romance",nm0793944,nm5392981,6.7,662
tt25470468,Beyond Utopia,Beyond Utopia,2023,115,"Biography,Documentary,History",nm0310553,\N,7.9,4883
